Charity ID,Name,Phone,Email,Address,Postcode,Latitude,Longitude,Website,Causes
1104429,Knowle West Health Association,01179639569,info@knowlewesthealthassoc.org.uk,"Knowle West Health Association, 49B Filwood Broadway, Knowle, Bristol",BS4 1JL,51.42478,-2.58535,http://www.knowlewesthealthassoc.org.uk, Disability - Economic / Community - Sport & Recreation - Children / Youth
1092375,Knowle West Media Centre,01173773161,enquiries@kwmc.org.uk,"Knowle West Media Centre, Leinster Avenue, Bristol",BS4 1NL,51.425392,-2.592522,http://www.kwmc.org.uk, Education / Training - Disability - Economic / Community - Children / Youth
1158186,Kombo Sillah Association,07865046516,info@ksa-uk.org,"Kombo Sillah Association, 7 Unity Street, Bristol",BS1 5HH,51.453282,-2.600192,http://www.ksa-uk.org, Education / Training - Poverty - Religious - Arts / culture / science - Children / Youth - Elderly - Disability - Ethnic / Racial
1189812,Learning With Parents,01223911005,info@learningwithparents.com,"Newminster House, 27-29 Baldwin Street, Bristol",BS1 1LT,51.453541,-2.59493,http://www.learningwithparents.com, Education / Training - Children / Youth
1188144,Leebelgiumlastinglegacy,07903701489,leebelgiumlastinglegacy@outlook.com,"32 Carnation Road, Emersons Green, Bristol",BS16 7LD,51.49519,-2.470379,, Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1195258,Let'S Talk About Loss,07771875425,hello@letstalkaboutloss.org,"Let'S Talk About Loss, Linden Gate, Clifton Down Road, Bristol",BS8 4AH,51.457064,-2.619646,http://www.letstalkaboutloss.org, Disability - Children / Youth
1077575,Life Cycle Uk,01173534580,office@lifecycleuk.org.uk,"The Create Centre, Smeaton Road, Bristol",BS1 6XN,51.447107,-2.622286,http://www.lifecycleuk.org.uk, Children / Youth - Elderly
1080747,Lifeskills Learning For Living,01179224511,manager@lifeskills-bristol.org.uk,"Lifeskills, The Create Centre, Smeaton Road, Bristol",BS1 6XN,51.447107,-2.622286,http://www.lifeskills-bristol.org.uk, Children / Youth - Elderly
1157668,Lightbox Theatre Productions,07966613367,info@lightboxtheatre.co.uk,"46 Monmouth Road, Bristol",BS7 8LG,51.478511,-2.593367,http://www.lightboxtheatre.co.uk, Education / Training - Arts / culture / science - Children / Youth - Elderly
1151181,Little Rainbows Pre-School,01179048232,littlerainbowspreschool@outlook.com,"26 Ashford Road, Patchway, Bristol",BS34 5DU,51.530637,-2.573184,http://www.littlerainbows.ik.org, Education / Training - Children / Youth
1191093,Living God Gospel Church,07929341509,mnwaki@mitaxconsulting.co.uk,"Living God Gospel Church, Unit 5, Brabazon Office Park, Filton, Bristol",BS34 7PZ,51.50858,-2.580359,http://www.livinggodgospelchurch.org, Religious - Children / Youth - Elderly - Disability
301693,Lockleaze Community Association,07394868634,lockleazefamilycc@gmail.com,"Lockleaze Family Club, Romney Avenue, Bristol",BS7 9TD,51.491243,-2.560548,http://www.facebook.com/lockleazefamilycommunityclub, Disability - Poverty - Sport & Recreation - Children / Youth
1152770,Lockleaze Recreation Ground,01225744844,info@shaftsburypark.com,"Shaftesbury Park, Frenchay Park Road, Bristol",BS16 1LG,51.496656,-2.529528,, Sport & Recreation - Children / Youth - Elderly - Disability
1164829,Lockleaze Sports Centre Trust Ltd,01454633459,jsdtyler@hotmail.com,"Bonnington Walk, Lockleaze, Bristol",BS7 9XF,51.495105,-2.567178,, Health / Medical - Sport & Recreation - Economic / Community - Children / Youth
1172725,Lyde Green Community Association,01179570410,info@lydegreenca.org,"Lyde Green Community Centre, Thistle Close, Emersons Green, Bristol",BS16 7GW,51.498281,-2.468495,http://www.lydegreenca.org, Education / Training - Health / Medical - Disability - Poverty - Arts / culture / science - Economic / Community - Sport & Recreation - Children / Youth - Elderly
1043280,M. S. Research Treatment And Education Limited,07823322961,info@ms-research.org.uk,"The Vassall Centre, Gill Avenue, Fishponds, Bristol",BS16 2QQ,51.486106,-2.522305,http://www.ms-research.org.uk, Education / Training - Disability - Economic / Community - Human rights - Children / Youth - Elderly
1178952,Made A Mark,07970016563,madeamarkcharity@yahoo.com,"5 Down Leaze, Alveston, Bristol",BS35 3NQ,51.591318,-2.533761,http://www.madeamarkcharity.com, Children / Youth
1190415,Madex - Madagascar Medical Expeditions,07789715732,madexmedical@gmail.com,"Garden Flat, 119 Cromwell Road, St. Andrews, Bristol",BS6 5EX,51.469116,-2.58596,, Health / Medical - Children / Youth
1171077,Maeeva (Madagascar Environmental Education Values For All),01179513732,maeevacharity@gmail.com,"21 Holmes Hill Road, Bristol",BS5 7HJ,51.462531,-2.537841,, Education / Training - Environment - Children / Youth - Ethnic / Racial
273683,Manor Farm Boys' Club,01179240560,manorfarm@youngbristol.com,"Wellington Hill, Horfield, Bristol",BS7 8ST,51.487679,-2.59049,http://www.manorfarmboysclub.org.uk, Children / Youth
1188183,Manorbrook Out Of School Club,01454867228,manorbrookosc@gmail.com,"Manorbrook School, Park Road, Thornbury, Bristol",BS35 1JW,51.615689,-2.519099,http://www.manorbrookosc.org.uk, Education / Training - Children / Youth
1132317,Many Hopes,011793730433,info@manyhopes.org,"4 Rosling Road, Bristol",BS7 8SX,51.488444,-2.586827,http://www.manyhopes.org, Children / Youth
1175721,Many Minds,07843210272,info@many-minds.org,"10 Chelsea Park, Bristol",BS5 6AG,51.463419,-2.561358,http://www.many-minds.org, Education / Training - Health / Medical - Disability - Poverty - Arts / culture / science - Children / Youth
230410,Marchioness Of Northampton,01275-866448,info.wraxallcharities@gmail.com,"The Cross Tree Centre, Bristol Road, Wraxall, Bristol",BS48 1LB,51.443726,-2.735478,http://www.wraxallandfailand-pc.gov.uk/wraxall-parochial-charities.aspx, Disability - Poverty - Children / Youth - Elderly
1156426,Marine Lake Enthusiasts (Marlens),07796224483,info@marlens.org.uk,"C/O 108 Claverham Road, Yatton, Bristol",BS49 4LE,51.386794,-2.801739,http://clevedonmarinelake.co.uk, Education / Training - Sport & Recreation - Environment - Children / Youth - Disability
1172905,Martin Roberts Foundation,07786002578,trustees@martinrobertsfoundation.org,"Martin Roberts Foundation, Wesleyan Chambers, Park Road, Paulton, Bristol",BS39 7QQ,51.306027,-2.502168,http://www.martinrobertsfoundation.org.uk, Education / Training - Health / Medical - Poverty - Children / Youth
1173696,May Park Pta,01179030075,mayparkpta@gmail.com,"May Park Primary School, Coombe Road, Bristol",BS5 6LE,51.471647,-2.557558,http://www.maypark.bristol.sch.uk/pta, Education / Training - Children / Youth
1172904,Maybe Southwest,07941218072,maybesouthwest@gmail.com,"Inwoods, Abbots Leigh Road, Abbots Leigh, Bristol",BS8 3QA,51.455835,-2.645723,http://www.maybe-southwest.co.uk, Health / Medical - Disability - Children / Youth - Elderly
1155068,Mendip Cave Registry And Archive,01761452288,a.gray@mcra.org.uk,"42 Maynard Terrace, Clutton, Bristol",BS39 5PW,51.329496,-2.530671,http://mcra.org.uk, Education / Training - Arts / culture / science - Sport & Recreation - Environment - Children / Youth
1197325,Mendip Caving Group,01761462797,secretary@mendipcavinggroup.org.uk,"Nordrach Cottage, Charterhouse-On-Mendip, Blagdon, Bristol",BS40 7XW,51.300219,-2.699291,https://www.mendipcavinggroup.org.uk, Sport & Recreation - Environment - Children / Youth
1192306,Mind Your Yoga Foundation,07904575263,carla@mindyouryoga.org,"77 The Deans, Portishead, Bristol",BS20 6EQ,51.479712,-2.782584,, Health / Medical - Children / Youth - Elderly
1151586,"Mor Baselios Yeldho Jacobite Syrian Orthodox Church, Bristol",07886360688,shinymathew@hotmail.co.uk,"34 Rowlandson Gardens, Bristol",BS7 9UH,51.489899,-2.568986,http://www.jsocbristol.com, Education / Training - Poverty - Overseas aid / famine - Religious - Children / Youth - Elderly
1170656,Move The World,07595512711,info@movetheworld.co,"Godfrey Wilson Ltd, Mariner House, 62 Prince Street, Bristol",BS1 4QD,51.449753,-2.597097,http://www.movetheworld.co, Education / Training - Children / Youth
1195034,Muslim Forum Of Britain (Mfb),07828249752,info@muslimforumofbritain.co.uk,"89, Luckington Road, Bristol",BS7 0UW,51.499794,-2.589926,http://muslimforumofbritain.co.uk, Education / Training - Health / Medical - Disability - Poverty - Religious - Economic / Community - Children / Youth - Elderly
1155339,Mv Balmoral Fund Limited,01173256100,enquiries@mvbalmoral.org.uk,"70 Prince Street, Bristol",BS1 4QD,51.449753,-2.597097,https://mvbalmoral.org.uk, Education / Training - Children / Youth
1154686,Nailsea Tithe Barn Trust,01275790399,barbaracalvert47@gmail.com,"66 Greenslade Gardens, Nailsea, Bristol",BS48 2BL,51.437272,-2.770234,http://www.nailseatithebarn.co.uk, Education / Training - Disability - Arts / culture / science - Sport & Recreation - Children / Youth - Elderly
1181202,Nancy Blackett Trust,01179621802,info@nancyblackett.org,"10 Carmarthen Road, Henleaze, Bristol",BS9 4DU,51.486024,-2.613512,https://nancyblackett.org, Arts / culture / science - Sport & Recreation - Children / Youth
803026,National Children'S Orchestras Of Great Britain,01934418855,admin@nco.org.uk,"National Childrens Orchestra Of, Great Britain, Unit 2.3 Streamline Building, 436-441 Paintworks, Bristol",BS4 3AS,51.444273,-2.563629,http://nco.org.uk, Disability - Arts / culture / science - Children / Youth
1167957,Nepal Thalassaemia Society,07836572062,pinkyland_2000@yahoo.co.uk,"18 Wren Gardens, Portishead, Bristol",BS20 7PQ,51.488981,-2.748063,http://www.nepalts.org.uk, Health / Medical - Poverty - Children / Youth
1181316,Nepali Children'S Trust Cio,07581353618,nepalichildrenstrustuk@gmail.com,"Nepali Children'S Trust, Kingsweston, Bristol",BS11 1AG,51.499664,-2.695695,http://www.nepalichildrenstrust.com, Education / Training - Disability - Poverty - Children / Youth
292801,Network Counselling And Training Limited,01179507271,info@network.org.uk,"Network Counselling & Training Ltd, Elm Park, Filton, Bristol",BS34 7PS,51.506233,-2.574998,http://www.network.org.uk, Education / Training - Disability - Poverty - Sport & Recreation - Economic / Community - Human rights - Children / Youth - Elderly
1171278,New Creation Churches Mendip Vale,01934833126,beth.ashton-hilton@newcreationchurches.org.uk,"St. Andrews Church, Station Road, Congresbury, Bristol",BS49 5DX,51.371399,-2.813993,http://www.newcreationchurches.org.uk, Religious - Children / Youth - Elderly - Disability
1150750,New Life Church Bristol,01454775522,talktous@newlifechurchbristol.org,"24 Congleton Road, Bristol",BS5 7AP,51.463504,-2.549109,http://www.newlifechurchbristol.org, Poverty - Religious - Children / Youth - Elderly
1163201,Newfound Friends Uk,01275817887,pugnewfs@btinternet.com,"Days Cottage, Clevedon Lane, Clapton In Gordano, Bristol",BS20 7RH,51.461239,-2.761324,http://www.newfoundfriends.co.uk, Health / Medical - Children / Youth
1144924,Nirman Sewak Jatha Sikh Heritage,07555165739,bharatsd@hotmail.com,"11 Summerhill Road, Bristol",BS5 8HG,51.460632,-2.540352,, Education / Training - Poverty - Overseas aid / famine - Environment
1112004,Noah'S Ark @ Crbc,01179446229,office@noahsarkps.org.uk,"Cairns Road Baptist Church, Cairns Road, Bristol",BS6 7TH,51.480226,-2.60452,http://www.noahsarkps.org.uk, Religious - Children / Youth - Elderly
1195058,North Bristol And South Gloucestershire Foodbank Cio,01179791399,info@northbristol.foodbank.org.uk,"286 Filton Avenue, Horfield, Bristol",BS7 0BA,51.493787,-2.575345,https://northbristol.foodbank.org.uk, Poverty - Children / Youth - Elderly - Disability - Ethnic / Racial
1042549,Northleaze School Parent Staff Association,01275394373,jo.exon@yahoo.co.uk,"31 Well Close, Long Ashton, Bristol",BS41 9NB,51.430188,-2.654679,, Education / Training - Health / Medical - Disability - Human rights - Children / Youth
1024220,Oldland Preschool,01179328411,oldlandpreschool@btinternet.com,"Oldland Pre-School,  The Terrapins, 10 School Road, Oldland Common, Bristol",BS30 6PH,51.438127,-2.473533,http://www.oldlandpreschool.co.uk, Education / Training - Children / Youth
1163878,One Community Trust Keynsham,01179864792,1to1@onekeynsham.org.uk,"24 The Homestead, Keynsham, Bristol",BS31 1LF,51.398038,-2.491287,http://onekeynsham.org.uk, Education / Training - Sport & Recreation - Children / Youth
1167028,Open Up Music,07974260383,info@openupmusic.org,"Streamline, 436-441 Paintworks, Arnos Vale, Bristol",BS4 3AS,51.444273,-2.563629,http://www.openupmusic.org, Disability - Arts / culture / science - Children / Youth
1186326,Oscars,01454250528,oscars.fc@outlook.com,"Fcce Primary School, Rectory Road, Frampton Cotterell, Bristol",BS36 2BT,51.535551,-2.486698,http://www.oscarschildcare.org.uk/, Education / Training - Children / Youth
1195469,Padma Trust,01275371003,jeremypoland@btinternet.com,"Bosley, Manor Road, Abbots Leigh, Bristol",BS8 3RT,51.457696,-2.66699,, Education / Training - Health / Medical - Poverty - Children / Youth - Elderly - Disability
1077548,Pakistani Welfare Organisation,01179523031,bpcwo1@hotmail.co.uk,"454 Stapleton Road, Bristol",BS5 6PA,51.47051,-2.564094,http://www.pwolearningcentre.co.uk, Education / Training - Religious - Children / Youth
1183194,Papaya (Parents Against Phone Addiction In Young Adolescents),07967189332,papayaparents@yahoo.com,"15 Hope Square, Bristol",BS8 4LX,51.451622,-2.621944,http://papayaparents.com, Education / Training - Children / Youth
1160561,Paramitha Community Development Foundation,0749175920,bristolbuddhistvihara@gmail.com,"6 Hammond Close, Bristol",BS4 5HY,51.429602,-2.547912,https://www.bristolbuddhistvihara.org.uk/, Education / Training - Health / Medical - Poverty - Religious - Human rights - Children / Youth - Elderly - Disability
1185110,Parent Buddies,01173307834,info@parentbuddies.co.uk,"112 Downend Road, Downend, Bristol",BS16 5EE,51.486504,-2.511537,http://www.parentbuddies.co.uk, Education / Training - Health / Medical - Economic / Community - Children / Youth
205651,Paul Fisher'S Charity,01179222428,customer.services@bristol.gov.uk,"Accountant, Corporate Services, Corporate Finance, City Hall, Bristol",BS1 5TR,51.452614,-2.602042,, Education / Training - Disability - Poverty - Children / Youth
1192009,Pba Community And Sports Hub,01179823927,info@pbaclub.co.uk,"Pba Community And Sports Hub, Nibley Road, Bristol",BS11 9XW,51.482689,-2.676989,http://www.pbaclub.co.uk, Sport & Recreation - Children / Youth - Elderly - Disability
1192211,Period Friendly Places,07918724170,periodfriendlyplaces@gmail.com,"Bristol City Council, Director Of Legal Services, City Hall, College Green, Bristol",BS1 5TR,51.452614,-2.602042,http://periodfriendlyplaces.org, Education / Training - Disability - Poverty - Children / Youth
1079768,Phase 5 Pre School Playgroup,01454311459,phase5preschool@gmail.com,"Play Group, Kelston Close, Yate, Near Bristol",BS37 8SZ,51.52755,-2.423662,http://www.phasefivepreschool.co.uk/, Education / Training - Children / Youth
1153957,Pill Children And Young People'S Partnership,01275375127,pillkids@gmail.com,"3 Star Lane, Pill, Bristol",BS20 0AG,51.480167,-2.685448,http://pillkids.wordpress.com, Economic / Community - Human rights - Sport & Recreation - Children / Youth
304611,Pill Youth Club,01275375127,office@pyc.org.uk,"3 Star Lane, Pill, Bristol",BS20 0AG,51.480167,-2.685448,, Economic / Community - Human rights - Sport & Recreation - Children / Youth
1189653,Portishead Lions Club (Cio),01275281415,info@portisheadlions.club,"22 Kings Road, Portishead, Bristol",BS20 8HH,51.479324,-2.797409,http://www.portisheadlions.org.uk, Children / Youth - Elderly - Disability
1180880,Portishead Pre-School,01275817834,manager@portisheadpreschool.co.uk,"Brampton Pre School, Brampton Way, Portishead, Bristol",BS20 6YN,51.477766,-2.761099,http://www.portisheadpreschool.co.uk, Education / Training - Children / Youth
1147904,Positive Cycle Trust,01173822678,info@positivecycle.org.uk,"37 Deanery Road, Kingswood, Bristol",BS15 9JB,51.460264,-2.480182,http://www.positivecycle.org.uk, Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
1190196,Primary Science Teaching Trust,01173250499,james.theedom@pstt.org.uk,"12 Whiteladies Road, Bristol",BS8 1PD,51.459493,-2.609128,http://www.pstt.org.uk/, Education / Training - Children / Youth
1169287,Prodigal Arts,01179238944,info@prodigalarts.org,"Prodigal Arts, The Studio, Suite 322, 179 Whiteladies Road, Bristol",BS8 2AG,51.469153,-2.613876,http://www.prodigalarts.org/, Education / Training - Health / Medical - Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1182112,Project Mama,07766372064,info@projectmama.org,"Unit 16, Easton Business Centre, Felix Road, Bristol",BS5 0HE,51.462095,-2.567517,https://projectmama.org/, Disability - Poverty - Children / Youth - Elderly
1176871,Promise Of Education (Uganda),01454317770,contact.promiseuganda@gmail.com,"46 Barkers Mead, Yate, Bristol",BS37 7LF,51.553674,-2.409871,http://promiseofeducation-uganda.org, Education / Training - Poverty - Children / Youth
1089951,Providing Opportunities And Support,01179653514,kevin@propsbristol.co.uk,"P R O P S, The Vassall Centre, Gill Avenue, Bristol",BS16 2QQ,51.486106,-2.522305,http://www.propsbristol.org, Education / Training - Disability - Economic / Community - Human rights - Children / Youth - Elderly
1190410,Pucklechurch Community Association,07816861774,pcahallbooking@gmail.com,"Pucklechurch Community Centre, Abson Road, Pucklechurch, Bristol",BS16 9RH,51.485497,-2.433021,http://www.pucklechurchcommunitycentre.co.uk, Sport & Recreation - Children / Youth - Elderly - Disability
1022411,Rainbow Teddies Pre-School,01454867231,rainbowteddiespreschool@gmail.com,"Care Of Manorbrook Primary, Park Road, Thornbury, Bristol",BS35 1JW,51.615689,-2.519099,http://www.rainbowteddies.org.uk, Education / Training - Children / Youth
1108985,Reach International Uk,01173070189,roman.joachym@reachngo.global,"5Th Floor, Mariner House, 62 Prince Street, Bristol",BS1 4QD,51.449753,-2.597097,http://www.reachngo.global, Education / Training - Children / Youth
1171683,Refugee Women Of Bristol,01179415867,info@refugeewomenofbristol.org.uk,"Refugee Women Of Bristol, Unit 35, Easton Business Centre, Felix Road, Bristol",BS5 0HE,51.462095,-2.567517,http://www@refugeewomenofbristol.org.uk, Disability - Poverty - Children / Youth - Elderly
1159920,Regenerate,01454320860,office.regenerate@gmail.com,"St. Nicholas Family Centre, Chargrove, Yate, Bristol",BS37 4LG,51.52969,-2.42609,https://www.regenerate-schools.org/, Education / Training - Religious - Children / Youth
1194101,Regil Sparkle Group,07793030851,juliedean65@me.com,"Spring Farm, The Street, Regil, Winford, Bristol",BS40 8BB,51.361802,-2.663269,, Disability - Children / Youth
1000641,Resolve West Ltd,01179415379,info@resolvewest.org,"Units 39 & 40, Easton Business Centre, Felix Road, Bristol",BS5 0HE,51.462095,-2.567517,http://www.resolvewest.org, Disability - Poverty - Children / Youth - Elderly
311667,Richards For Prizes,01179241309,admin@bishopstonandstandrews.org.uk,"26 Fenton Road, Bristol",BS7 8ND,51.480548,-2.596028,http://www.bishopstonandstandrews.org.uk, Education / Training - Poverty - Religious - Children / Youth - Elderly
1100458,Ridgewood Community Association,01454868650,ridgewood@live.co.uk,"244 Station Road, Yate, Bristol",BS37 4AF,51.540023,-2.405205,, Education / Training - Children / Youth - Disability
1170289,Ridgewood Preschool,01454868645,ridgewood.preschool@yahoo.co.uk,"Ridgewood Pre School Cio, Ridgewood Community Association, The Ridgewood Centre, 244 Station Road,  Yate, Bristol",BS37 4AF,51.540023,-2.405205,http://www.ridgewoodpreschool.biz, Education / Training - Children / Youth - Disability
1159517,Romanian Ministries,01179824796,adrian.carey-jones@tiscali.co.uk,"6 Cedar Row, Park Hill, Bristol",BS11 0UJ,51.488864,-2.669577,http://www.romanianministries.org, Education / Training - Health / Medical - Poverty - Religious - Children / Youth - Elderly - Disability - Ethnic / Racial
1192993,Romanian Orthodox Church Bristol,07743785472,bristol@mitropolia.eu,"St. Thomas Church, Thomas Lane, Bristol",BS1 6JG,51.452155,-2.58986,http://new.bisericaortodoxaromanabristol.org.uk/, Disability - Religious - Children / Youth - Elderly
1179753,Rotary Club Of Gordano Breakfast Trust Fund,07712570293,jpackergbrc@btinternet.com,"43 Brampton Way, Portishead, Bristol",BS20 6YN,51.477766,-2.761099,http://www.gordanobreakfastrotary.org, Education / Training - Children / Youth
1121252,Salaam Shalom,07979601216,info@salaamshalom.org.uk,"Salaam Shalom, Unit 13, 179 Whiteladies Road, Clifton, Bristol",BS8 2AG,51.469153,-2.613876,http://www.salaamshalom.org.uk, Education / Training - Health / Medical - Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1162948,Saltford Community Association,01225873296,secretary@saltfordhall.co.uk,"Saltford Hall, Chelwood Road, Saltford, Bristol",BS31 3BU,51.405855,-2.460217,http://www.saltfordhall.co.uk, Education / Training - Health / Medical - Arts / culture / science - Sport & Recreation - Environment - Economic / Community - Children / Youth - Elderly - Ethnic / Racial
1183060,Saltford Lawn Tennis Club,07946584781,sec.saltfordtennis@gmail.com,"Wedmore Road, Saltford, Bristol",BS31 3BY,51.40577,-2.462919,http://www.clubspark.lta.co.uk/saltfordtennisclub, Sport & Recreation - Children / Youth
1197327,Sea Turtle Rescue Alliance,07545190174,info@seaturtlerescuealliance.org,"Apartment 20, Apartment 20, 10 Unity Street, , Bristol",BS1 5HH,51.453282,-2.600192,https://seaturtlerescuealliance.org/, Education / Training - Poverty - Religious - Arts / culture / science - Children / Youth - Elderly - Disability - Ethnic / Racial
1133518,Sefton Park School Parent Teacher Association,01173773290,seftonpark.pta.treasurer@gmail.com,"Sefton Park Infant School, St. Bartholomews Road, Bristol",BS7 9BJ,51.474896,-2.582708,http://www.seftonparkschools.bristol.sch.uk/pta.htm, Education / Training - Children / Youth
1188453,Sefton Park Schools' Charity,01173773290,seftonpark@bristol-schools.uk,"Sefton Park Infant School, St. Bartholomews Road, Bristol",BS7 9BJ,51.474896,-2.582708,http://www.seftonparkschools.co.uk, Education / Training - Children / Youth
1169391,Shahporan Islamic Centre Bristol,07985130004,info@shahporan.org.uk,"Doncaster Lane, Bristol",BS10 5QD,51.497201,-2.599143,http://www.shahporan.org.uk, Religious - Human rights - Children / Youth - Elderly - Ethnic / Racial
1198367,Shoes To Share,07540204558,paul@teamshort.com,"Veale Wasbrough Vizards Llp, Narrow Quay House, Narrow Quay, Bristol",BS1 4QA,51.449896,-2.597271,https://shoestoshare.com/, Education / Training - Poverty - Economic / Community - Human rights - Children / Youth - Disability
1156134,Sight Research Uk,01173257757,hello@sightresearchuk.org,"Redwood House, Brotherswood Court, Almondsbury Business Park, Bristol",BS32 4QW,51.549237,-2.555261,http://www.sightresearchuk.org, Health / Medical - Children / Youth - Elderly - Disability
1159928,Simon King Wildlife Project,01666505333,simon@simonkingwildlife.com,"Leigh Cottage, Lower Langford, Langford, Bristol",BS40 5BW,51.34134,-2.765853,http://www.simonkingwildife.com, Education / Training - Animals - Environment - Children / Youth - Elderly
1180348,"Siri Guru Singh Sabha Gurdwara, Bristol",01179397290,sgssgb@live.co.uk,"301-307 Church Road, St George, Bristol",BS5 8AA,51.459578,-2.548443,, Children / Youth - Elderly
266813,Society For Endocrinology,01454642200,public@endocrinology.org,"Society For Endocrinology,  Unit 160, Bristol Parkway North, Newbrick Road, Stoke Gifford, Bristol",BS34 8YU,51.517674,-2.53241,http://www.endocrinology.org, Health / Medical - Children / Youth - Elderly - Disability
1195625,Somerset International Festival Of The Arts,07813043809,somersetfestivalarts@gmail.com,"Park Lodge,  170 Main Road, Cleeve, Bristol, Park Lodge,  170 Main Road, Cleeve",BS49 4PP,51.395615,-2.769567,http://www.somersetfestivalarts.co.uk, Education / Training - Arts / culture / science - Children / Youth - Elderly
1191953,Somerset Wildlands,07788718108,contact@somersetwildlands.org,"Polygon Cottage, North Green Street, Bristol, Polygon Cottage, North Green Street",BS8 4NE,51.451269,-2.620687,http://www.somersetwildlands.org, Environment - Children / Youth - Elderly
1178026,Sound World,07854905353,info@sound-world.org,"40 High Street, Claverham, Bristol",BS49 4NE,51.394046,-2.796112,http://sound-world.org, Education / Training - Arts / culture / science - Children / Youth
1151057,South Bristol Consortium For Young People,07375657720,camilla.chandler@southbristolyouth.org.uk,"Veale Wasbrough Vizards Llp, Narrow Quay House, Narrow Quay, Bristol",BS1 4QA,51.449896,-2.597271,http://www.southbristolyouth.org.uk, Education / Training - Poverty - Economic / Community - Human rights - Children / Youth - Disability
1194549,South Gloucestershire Playscheme,01179236878,amelia@sgplayscheme.co.uk,"South Gloucestershire Play Scheme, Coniston Community Centre, The Parade,  Coniston Road, Patchway, Bristol",BS34 5LP,51.538429,-2.582786,https://www.sgplayscheme.co.uk/, Education / Training - Health / Medical - Disability - Poverty - Arts / culture / science - Sport & Recreation - Animals - Environment - Economic / Community - Human rights - Children / Youth - Elderly - Ethnic / Racial
1153682,South West Bristol Co-Operative Learning Trust,01173772779,info@swbclt.org.uk,"3 Clifton Wood Crescent, Bristol",BS8 4TU,51.450399,-2.611667,http://swbclt.org.uk, Education / Training - Children / Youth
1157061,Southern Brooks Community Partnerships,01454868570,julieclose@southernbrooks.org.uk,"Coniston Community Association, Coniston Community Centre, Coniston Road, Patchway, Bristol",BS34 5JP,51.538181,-2.583879,http://www.southernbrooks.org.uk, Education / Training - Disability - Poverty - Economic / Community - Human rights - Sport & Recreation - Children / Youth - Elderly - Ethnic / Racial
1191419,Spaces International,07534569819,team@spacesinternational.com,"24 Carnation Road, Emersons Green, Bristol",BS16 7LD,51.49519,-2.470379,https://spacesinternational.com/, Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1195810,Spear Bristol,01179736524,hello@spearbristol.co.uk,"Christ Church Office, Linden Gate, Clifton Down Road, Bristol",BS8 4AH,51.457064,-2.619646,, Disability - Children / Youth
1003505,Spike Island Artspace Limited,01179292266,admin@spikeisland.org.uk,"Spike Island, 133 Cumberland Road, Bristol",BS1 6UX,51.446975,-2.609592,http://www.spikeisland.org.uk, Education / Training - Arts / culture / science - Children / Youth
1173323,Square Food Foundation,01179039780,info@squarefoodfoundation.co.uk,"The Park Centre, Daventry Road, Bristol",BS4 1DQ,51.430538,-2.581352,http://www.squarefoodfoundation.co.uk, Education / Training - Sport & Recreation - Children / Youth
1031004,St Bonaventure'S Early Years (Pre-School),01173532887,admin.stbonaventures.ey@bristol-schools.uk,"St. Bonaventures Catholic Primary S, Egerton Road, Bristol",BS7 8HP,51.477382,-2.596304,http://www.stbonaventuresearlyyears.co.uk/, Education / Training - Children / Youth
1027608,St Chads Pre-School,07812895114,st.chadspreschool@btconnect.com,"St. Chads Pre-School, Epney Close, Patchway, Bristol",BS34 5LN,51.538865,-2.582028,http://stchadspreschool.org.uk, Education / Training - Children / Youth
1177607,St George Baptist Church,01172396172,coffee@theorchardbristol.co.uk,"26 Glaisdale Road, Bristol",BS16 2HZ,51.48337,-2.530814,, Education / Training - Disability - Religious - Children / Youth
1150688,St George Community Association Ltd,07862256617,manager@stgeorgecc.co.uk,"321 Church Road, St. George, Bristol",BS5 8AA,51.459578,-2.548443,http://www.stgeorgecc.co.uk, Children / Youth - Elderly
1173714,St George Pre-School Cio,01179554271,stgeorgepreschoolcio@gmail.com,"Netham House, St. George Preschool, Blackswarth Road, Bristol",BS5 8AP,51.458436,-2.551913,http://www.stgeorgepreschool.co.uk, Education / Training - Children / Youth
1031937,St Helen'S Playgroup,07572381433,littlestarsalveston@gmail.com,"St. Helens C Of E Primary School, Greenhill, Alveston, Bristol",BS35 2QX,51.587796,-2.531049,http://www.sthelenspreschool.co.uk, Education / Training - Children / Youth
1172817,St James' Church Lockleaze,01173145650,stjameslockleaze@gmail.com,"C/O Narrow Quay House, Narrow Quay, Bristol, Bs1 4Qa",BS1 4QA,51.449896,-2.597271,http://www.facebook.com/stjameslockleaze/, Education / Training - Poverty - Economic / Community - Human rights - Children / Youth - Disability
1185759,St Peter'S C Of E Primary School Parent Staff & Friends Association,01173772186,psfa@stpeterscofeprimary.co.uk,"St. Peters C Of E Primary School, Ellfield Close, Bristol",BS13 8EF,51.416781,-2.621572,, Education / Training - Children / Youth
1155488,"St Ursula'S E-Act Academy Parents, Teachers And Friends Association",01179622616,contact@stursulasptfa.org.uk,"St. Ursulas E-A C T Academy, Brecon Road, Westbury-On-Trym, Bristol",BS9 4DT,51.485894,-2.614201,, Children / Youth
